user_id,sorted_genres
A11D1Z3PK6SDWG,"['nursing', 'death & grief', 'death  grief', 'memoirs', 'self-help', 'medical books', 'relationships', 'social sciences', 'world', 'new age  spirituality', 'medicine', 'religion  spirituality', 'politics  social sciences', 'new, used  rental textbooks', 'history', 'biographies  memoirs', 'united states', 'mystery', 'mystery, thriller  suspense', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A11P4DJ7IXP9KI,"['industries', 'travel', 'united states', 'business  money', 'science fiction', 'science fiction  fantasy']"
A11S0VH5JPV1V1,"['psychology & counseling', 'management & leadership', 'psychology  counseling', 'health, fitness & dieting', 'relationships', 'business & money', 'health, fitness  dieting', 'self-help']"
A12858QVOHHNOY,"['alternative medicine', 'health, fitness  dieting', 'health, fitness & dieting']"
A12AJ6J9K47M93,"['astronomy', 'astronomy & space science', 'astronomy  space science', 'individual artists', 'religious studies', 'philosophy', 'professionals  academics', 'science & math', 'crafts & hobbies', 'crafts, hobbies & home', 'arts & photography', 'science  math', 'biographies & memoirs', 'historical', 'religion  spirituality', 'politics  social sciences', 'biographies  memoirs', 'thrillers  suspense', 'mystery, thriller  suspense']"
A12DLJESJKM1OQ,"['earth sciences', 'regional & international', 'diets  weight loss', 'education  reference', 'cookbooks, food & wine', 'arts  literature', 'leaders  notable people', 'relationships', 'science  math', 'fantasy', 'science fiction & fantasy', 'biographies  memoirs', 'health, fitness  dieting', 'self-help', 'business  money', 'christian living', 'thrillers  suspense', 'science fiction  fantasy', 'christian books  bibles', 'mystery, thriller  suspense']"
A12FMF4MZ8WIJJ,"['nature  ecology', 'world', 'science  math', 'humanities', 'new, used  rental textbooks', 'history']"
A12QRGWL3D0TZZ,"['churches  church leadership', 'writing, research  publishing guides', 'christian living', 'christian books  bibles', 'reference']"
A12QWR639QP4RT,"['higher & continuing education', 'nature  ecology', 'medicine & health sciences', 'education & teaching', 'new, used & rental textbooks', 'science  math']"
A134ZOKDNCAPJ0,"['schools & teaching', 'education & teaching', 'christian living', 'christian books  bibles', 'management  leadership', 'business  money']"
A135OS85UDRGUB,"['short stories  anthologies', 'paranormal', 'new, used & rental textbooks', 'humanities', 'historical', 'romance', 'mystery, thriller & suspense', 'mystery', 'literature  fiction']"
A13NKLTN6FAX1G,"['mythology  folk tales', 'teen  young adult', 'fantasy', 'science fiction  fantasy', 'genre fiction', 'literature  fiction']"
A13ZZ0H8Z1TX7K,"['dramas  plays', 'lesbian, gay, bisexual  transgender books', 'teen  young adult', 'literature  fiction']"
A141KSSX2BCKUI,"['christian books & bibles', 'united states', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A149CTUSXZAH8I,"['history  philosophy', 'historical study  educational resources', 'economics', 'exercise  fitness', 'social sciences', 'medicine', 'politics  social sciences', 'medical books', 'business & money', 'world', 'science  math', 'politics  government', 'history', 'health, fitness  dieting']"
A149QB17B3BTNP,"['graphic novels', 'comics  graphic novels', 'science fiction & fantasy', 'science fiction', 'genre fiction', 'literature  fiction']"
A14DQTPVOEVK4M,"['adoption', 'words, language  grammar', 'small business & entrepreneurship', 'programming', 'science & mathematics', 'psychology', 'marketing & sales', 'management & leadership', 'computer science', 'management  leadership', 'religious studies', 'computers & technology', 'business & money', 'computers  technology', 'marketing  sales', 'asia', 'parenting  relationships', 'business  money', 'writing, research & publishing guides', 'engineering & transportation', 'psychology  counseling', 'leaders & notable people', 'business culture', 'reference', 'new, used & rental textbooks', 'classics', 'humanities', 'medical books', 'action & adventure', 'social sciences', 'biological sciences', 'engineering', 'new, used  rental textbooks', 'humor', 'military', 'teen & young adult', 'humor  entertainment', 'contemporary', 'literature & fiction', 'arts & photography', 'world', 'teen  young adult', 'science  math', 'politics  social sciences', 'biographies & memoirs', 'music', 'politics  government', 'history', 'historical', 'religion  spirituality', 'genre fiction', 'christian books & bibles', 'health, fitness  dieting', 'christian living', 'literature  fiction', 'biographies  memoirs', ""children's books"", 'mystery, thriller  suspense']"
A14ZNRFQB2UJT,"['europe', 'politics  government', 'engineering', 'engineering  transportation', 'politics  social sciences', 'new, used & rental textbooks', 'leaders  notable people', 'science fiction', 'social sciences', 'world', 'history', 'science fiction  fantasy', 'americas', 'biographies  memoirs']"
A14ZRIJP498Q3W,"['africa', 'psychology  counseling', 'travel', 'health, fitness  dieting']"
A151XQQJ6FM0QN,"['golf', 'business', 'law', 'sports  outdoors', 'exercise  fitness', 'puzzles  games', 'biographies & memoirs', 'humor  entertainment', 'health, fitness  dieting']"
A152OL1EWIBE36,"['marketing & sales', 'psychology & counseling', 'home improvement & design', 'health, fitness & dieting', 'crafts, hobbies & home', 'business & money']"
A15FACB0QM117W,"['web development  design', 'computer science', 'individual sports', 'sports & outdoors', 'home improvement  design', 'computers & technology', 'programming', 'computers  technology', 'travel', 'crafts, hobbies  home', 'united states']"
A15IJEB3TNOA9O,"['poetry', 'history  criticism', 'humor', 'humor  entertainment', 'science fiction & fantasy', 'fantasy', 'thrillers  suspense', 'literature  fiction', 'mystery, thriller  suspense', 'literature & fiction']"
A15JK00DLX8X4I,"['other religions, practices & sacred texts', 'short stories  anthologies', 'short stories & anthologies', 'religion & spirituality', 'relationships', 'self-help', 'united states', 'contemporary', 'mystery', 'literature  fiction', 'romance', 'mystery, thriller  suspense', 'literature & fiction']"
A15N5D547HXVXL,"['networking & cloud computing', 'programming languages', 'puzzles & games', 'programming', 'computers & technology', 'mathematics', 'puzzles  games', 'pets  animal care', 'humor & entertainment', 'science  math', 'computers  technology', 'management  leadership', 'science fiction', 'humor  entertainment', 'reference', 'science fiction  fantasy', 'crafts, hobbies  home', 'business  money']"
A15NPGDJMXFRX9,"['photography & video', 'history  criticism', 'arts & photography', 'americas', 'history', 'literature  fiction']"
A15W18YUAUBVPT,"['sustainable living', 'regional  international', 'crafts, hobbies & home', 'cookbooks, food  wine', 'americas', 'history', 'genre fiction', 'literature  fiction']"
A16682UK6O6P4I,"['ancient civilizations', 'humanities', 'new, used  rental textbooks', 'history', 'genre fiction', 'literature  fiction']"
A169F6W0U30NNH,"['photography  video', 'worship  devotion', 'arts  photography', 'religion  spirituality']"
A16E3L8QPXP1GC,"['lesbian, gay, bisexual & transgender books', 'lesbian, gay, bisexual  transgender books', 'dramas  plays', 'teen  young adult', 'science fiction  fantasy', 'action  adventure', 'science fiction & fantasy', 'science fiction', 'literature  fiction', 'romance', ""children's books"", 'literature & fiction']"
A16GUWM2MMHFT1,"['ethnic & national', 'paranormal', 'romantic suspense', 'short stories & anthologies', 'erotica', 'teen  young adult', 'romance', 'short stories  anthologies', 'action  adventure', 'fantasy', 'science fiction  fantasy', 'science fiction & fantasy', 'contemporary', 'teen & young adult', 'literary', ""women's fiction"", 'thrillers & suspense', 'literature  fiction', 'genre fiction', 'biographies & memoirs', 'united states', 'literature & fiction', 'mystery, thriller & suspense', 'thrillers  suspense', 'christian living', 'christian books  bibles', ""children's books"", 'mystery, thriller  suspense']"
A16IU73EUKIW6Q,"['diets  weight loss', 'activities, crafts  games', 'animals', 'health, fitness  dieting', ""children's books""]"
A16KDPQYZMUU0J,"['death  grief', 'short stories  anthologies', ""women's fiction"", 'christian books  bibles', 'christian living', 'growing up  facts of life', 'teen  young adult', 'self-help', 'literature  fiction', 'united states', 'contemporary', ""children's books"", 'literature & fiction', 'genre fiction']"
A16UP5M4UQK7UR,"['churches  church leadership', 'bible study  reference', 'theology', 'bible study & reference', 'christian books  bibles', 'christian living', 'christian books & bibles']"
A16YCK8EVQ0ZPK,"['thrillers & suspense', 'mystery, thriller & suspense', 'thrillers  suspense', 'mystery, thriller  suspense']"
A1758D0J97TC15,"['web development & design', 'hardware  diy', 'networking  cloud computing', 'computers & technology', 'programming', 'computers  technology']"
A175TAOBT4WY5K,"['small business  entrepreneurship', 'humor  satire', 'business  money', 'science fiction', 'science fiction  fantasy', 'literature  fiction']"
A176M3TSNMJ6LK,"['programming languages', 'networking  cloud computing', 'computers  technology', 'genre fiction', 'literature  fiction']"
A177MNPDZTMADP,"['transportation', 'diseases  physical ailments', 'engineering  transportation', 'new, used & rental textbooks', 'history  criticism', 'humanities', 'christian books & bibles', 'health, fitness  dieting', 'christian living', 'literature  fiction']"
A17AS4LI0XPCT2,"['fantasy', 'action  adventure', 'science fiction  fantasy', 'literature  fiction']"
A17NUBW4GR4KS9,"['coaching', 'success', 'teen  young adult', 'specific groups', 'memoirs', 'thrillers  suspense', 'teen & young adult', 'sports  outdoors', 'animals', 'politics & social sciences', 'genre fiction', 'social sciences', 'thrillers & suspense', 'mystery, thriller  suspense', 'biographies & memoirs', 'literature  fiction', 'contemporary', 'mystery, thriller & suspense', 'literature & fiction', 'science fiction & fantasy', 'fantasy', 'science fiction  fantasy', 'self-help', 'biographies  memoirs', 'united states', 'mystery', 'romance', ""children's books""]"
A17VIZFNHCGXKZ,"['writing, research  publishing guides', 'biographies & memoirs', 'humanities', 'historical', 'reference', 'new, used  rental textbooks']"
A18187D4VOGQIA,"['middle east', 'geography  cultures', 'politics & government', 'politics & social sciences', 'new, used  rental textbooks', 'humanities', 'history', ""children's books""]"
A181IRKIEN6CW7,"['photography  video', 'photography & video', 'arts  photography', 'arts & photography']"
A18AGXRY9NM37E,"['operating systems', 'writing, research & publishing guides', 'computers & technology', 'politics  government', 'reference', 'politics  social sciences']"
A18ALZ382ZKKJA,"['arts, music  photography', 'science fiction', 'genre fiction', 'romance', ""children's books"", 'literature & fiction', 'literature  fiction']"
A18LQUANI2G7KP,"['diets  weight loss', 'bible study  reference', 'health, fitness  dieting', 'thrillers  suspense', 'christian books  bibles', 'mystery, thriller  suspense']"
A18X7RKTOZ4ZV9,"['earth sciences', 'arts, music  photography', 'politics & government', 'poetry', 'politics & social sciences', 'social sciences', 'science  math', 'americas', 'politics  social sciences', 'history', ""children's books"", 'literature & fiction']"
A18ZC4NAZ5L5UR,"['science fiction', 'music', 'science fiction  fantasy', 'americas', 'arts  photography', 'contemporary', 'history', 'thrillers  suspense', 'mystery, thriller  suspense', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A194O6VQBH5XKH,"['united states', 'genre fiction', 'literature  fiction']"
A195YXC3HPDNZF,"['world literature', 'action  adventure', 'literature  fiction', 'genre fiction']"
A19QXPMLIKBW3Z,"['individual sports', 'new adult  college', 'sports & outdoors', 'teen  young adult', 'romance', 'contemporary', 'science fiction  fantasy']"
A19RXUN5QN7OGD,"['technology', 'science, nature & how it works', 'history  criticism', 'law', 'psychology', 'industries', 'history & criticism', 'personal transformation', 'biographies', 'photography & video', 'arts & photography', 'arts, music  photography', 'americas', 'literary', 'true crime', 'arts  literature', 'writing, research & publishing guides', 'historical', 'music', 'leaders & notable people', 'biographies  memoirs', 'education  reference', 'graphic design', 'arts  photography', 'history', 'engineering', 'writing, research  publishing guides', 'biographies & memoirs', 'engineering  transportation', 'humanities', 'politics  government', 'sports  outdoors', 'reference', 'new, used & rental textbooks', 'politics & social sciences', 'medical books', 'leaders  notable people', 'business & money', 'social sciences', 'world', 'science  math', 'politics  social sciences', 'new, used  rental textbooks', 'self-help', ""children's books"", 'literature  fiction', 'literature & fiction', 'genre fiction']"
A19TSWNFW5J97E,"['poetry', 'social sciences', 'politics  social sciences', 'literature  fiction']"
A19UNEUJFQYP7K,"['short stories  anthologies', 'graphic novels', 'comics  graphic novels', 'humanities', 'action  adventure', 'literature & fiction', 'new, used  rental textbooks', 'fantasy', 'science fiction  fantasy', 'genre fiction', 'science fiction', 'mystery, thriller & suspense', ""children's books"", 'contemporary', 'history', 'mystery', 'literature  fiction']"
A19YHVQ1FA4YPB,"['action  adventure', 'science fiction & fantasy', 'fantasy', 'thrillers  suspense', 'science fiction  fantasy', ""children's books"", 'mystery, thriller  suspense', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A1A36OZD5JB5TZ,"['bible study  reference', 'social sciences', 'religion  spirituality', 'politics  social sciences', 'christian living', 'christian books  bibles']"
A1A9LBKXMAZU8Z,"['mysteries  detectives', 'special needs', 'finance', 'skills', 'marketing  sales', 'multicultural', 'personal finance', 'science fiction & fantasy', 'arts, music  photography', 'performing arts', 'new age & spirituality', 'humor  satire', 'parenting  relationships', 'true crime', 'fantasy', 'puzzles  games', 'science fiction', 'business culture', 'business  money', 'science fiction  fantasy', 'mystery, thriller & suspense', 'relationships', 'action & adventure', 'thrillers & suspense', 'genre fiction', 'thrillers  suspense', 'home improvement  design', 'writing, research  publishing guides', 'growing up & facts of life', 'romantic suspense', 'literature & fiction', 'contemporary', 'mystery, thriller  suspense', 'teen  young adult', 'new age  spirituality', 'religion & spirituality', 'animals', 'literary', 'mystery', 'historical', 'history  criticism', 'romance', ""children's books"", 'biographies  memoirs', 'self-help', 'literature  fiction', 'humor  entertainment', 'reference', 'religion  spirituality', 'growing up  facts of life', 'health, fitness  dieting', 'crafts, hobbies  home', 'arts  photography', 'united states', 'history', 'christian books  bibles']"
A1AHENG9J7UXLH,"['fairy tales, folk tales  myths', 'growing up  facts of life', ""children's books"", 'contemporary', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A1AILQ4YP2B1CT,"['science fiction', 'science fiction & fantasy', 'science fiction  fantasy']"
A1AKPL3QS815ZB,"['arts & photography', 'music', 'historical', 'americas', 'biographies  memoirs', 'history']"
A1ALLWQ5LU1DPW,"['international', 'job hunting  careers', 'medicine  health sciences', 'business  money', 'new, used  rental textbooks']"
A1ATOR8BMLN5LW,"['fairy tales, folk tales  myths', 'asia', 'literary', 'travel', ""children's books"", 'literature  fiction']"
A1AVY1ZIL5KLOT,"['radio', 'movies', 'arts, music  photography', 'graphic design', 'humor & entertainment', 'humor  entertainment', 'graphic novels', 'arts & photography', 'comics  graphic novels', ""children's books""]"
A1AY0TJQRCAHEQ,"['professionals & academics', 'sociology', 'occult  paranormal', 'specific groups', 'computers & technology', 'programming', 'religion  spirituality', 'arts  literature', 'biographies & memoirs', 'action  adventure', 'biographies  memoirs', 'politics  social sciences', 'genre fiction', 'literature  fiction']"
A1AYBAPVUWTBYE,"['parenting', 'parenting  relationships', 'politics & government', 'politics & social sciences', 'action  adventure', 'literature  fiction']"
A1B2PPLFET6OQ0,"['marketing  sales', 'thrillers & suspense', 'business  money', 'mystery, thriller & suspense']"
A1B43KPL89B9BM,"['mathematics', 'networking  cloud computing', 'writing, research  publishing guides', 'science  math', 'reference', 'computers  technology']"
A1B4ZJ9GS1YUXN,"['cooking education  reference', 'crafts & hobbies', 'crafts, hobbies & home', 'arts & photography', 'crafts  hobbies', 'music', 'cookbooks, food  wine', 'crafts, hobbies  home']"
A1BAESO7151HTV,"['theology', 'education  reference', 'teen  young adult', 'americas', 'history', 'christian books  bibles']"
A1BL0OUAL2BN4E,"['thrillers & suspense', 'mystery, thriller & suspense', 'thrillers  suspense', 'mystery, thriller  suspense']"
A1BMN17AKBKK43,"['philosophy', 'bible study & reference', 'social sciences', 'politics  social sciences', 'americas', 'christian books & bibles', 'history']"
A1BNATHY7U0Z80,"['exercise & fitness', 'diseases  physical ailments', 'exercise  fitness', 'philosophy', 'new age & spirituality', 'worship  devotion', 'religion & spirituality', 'medicine', 'health, fitness & dieting', 'medical books', 'health, fitness  dieting', 'religion  spirituality', 'politics  social sciences']"
A1BPIUBTXSQI63,"['memoirs', 'sports  outdoors', 'management  leadership', 'biographies & memoirs', 'business  money']"
A1BPZMIM0N354N,"['contemporary', 'romance']"
A1BR5H0NQGF4IQ,"['adventure', 'religions', 'schools  teaching', 'education  teaching', 'science fiction & fantasy', 'fantasy', 'science fiction', ""children's books""]"
A1BR7T94002LDP,"['hockey', 'poetry', 'sports  outdoors', 'literature  fiction']"
A1BSAC1SNS7GX9,"['foreign language study & reference', 'bibles', 'foreign language study  reference', 'christian books & bibles', 'europe', 'reference', 'bible study  reference', 'christian books  bibles', 'travel']"
A1BSGVWFHYIYBH,"['time travel', 'action & adventure', 'literary', 'action  adventure', 'paranormal', 'science fiction  fantasy', 'thrillers & suspense', 'teen  young adult', 'mystery', 'fantasy', 'literature & fiction', 'science fiction', 'mystery, thriller & suspense', 'genre fiction', 'romance', 'mystery, thriller  suspense', 'literature  fiction']"
A1BT12X633ALIO,"['physics', 'bible study  reference', 'world', 'science  math', 'history', 'christian books  bibles']"
A1BV5OLNZQ84TV,"['western', 'united states', 'thrillers  suspense', 'christian books  bibles', 'romance', 'mystery, thriller  suspense', 'literature  fiction']"
A1CJ8YOB7056VV,"['ancient civilizations', 'puzzles  games', 'humor  entertainment', 'history']"
A1CNPA7PNKKJE8,"['personal transformation', 'leaders  notable people', 'relationships', 'self-help', 'americas', 'biographies  memoirs', 'history', 'genre fiction', 'literature & fiction', 'literature  fiction']"
A1CQWO0I5K9V6W,"['fashion', 'investing', 'world literature', 'historical', 'arts & photography', 'biographies & memoirs', 'business  money', 'biographies  memoirs', 'literature  fiction']"
A1CRUWBWTEHNBH,"['internet  social media', 'foreign language study  reference', 'personal finance', 'gardening  landscape design', 'religions', 'investing', 'relationships', 'business  money', 'reference', 'computers  technology', 'science fiction & fantasy', 'crafts, hobbies  home', 'self-help', ""children's books""]"
A1D2TJWRYT48VY,"['christian living', 'christian books  bibles', 'thrillers  suspense', 'mystery, thriller  suspense', 'literature  fiction']"
A1DCRWUPI09O5L,"['mathematics', 'management & leadership', 'personal transformation', 'science & math', 'business & money', 'self-help']"
A1DE9RR4QULZDB,"['bible study  reference', 'christian living', 'arts & photography', 'christian books  bibles', 'humanities', 'music', 'christian books & bibles', 'new, used  rental textbooks']"
A1DIIMH8P109H9,"['home improvement & design', 'crafts, hobbies & home', 'leaders  notable people', 'biographies & memoirs', 'biographies  memoirs']"
A1DJ1EK9TA7BDW,"['science & mathematics', 'psychology', 'world literature', 'medical books', 'teen & young adult', 'medicine', 'new, used & rental textbooks', 'americas', 'teen  young adult', 'history', 'literature  fiction', 'literature & fiction', 'genre fiction']"
A1DM8B8LXIU0WP,"['bible study  reference', 'bible study & reference', 'christian books & bibles', 'christian books  bibles']"
A1DRZ4G0U89MRS,"['action  adventure', 'fantasy', 'romance', 'genre fiction', 'literature  fiction']"
A1DXBRMD8TZSBW,"['europe', 'history  criticism', 'travel', 'growing up  facts of life', ""children's books"", 'literature  fiction']"
A1DZIVYVIIATVU,"['adventure', 'short stories & anthologies', 'world literature', 'science fiction', 'science fiction & fantasy', 'science fiction  fantasy', 'literature & fiction', 'literature  fiction']"
A1E4V7BK0BYNYK,"['architecture', 'teen & young adult', 'graphic novels', 'comics  graphic novels', 'crafts  hobbies', 'crafts, hobbies  home', 'arts  photography', 'literature & fiction']"
A1EDSJO931M69V,"['business & finance', 'new, used & rental textbooks', 'relationships', 'self-help', 'biographies  memoirs']"
A1EKNB7Z7BWFGI,"['puzzles  games', 'motivational', 'leaders  notable people', 'relationships', 'self-help', 'humor  entertainment', 'biographies  memoirs', 'thrillers  suspense', 'mystery, thriller  suspense']"
A1EL3OHA26E0VV,"['asia', 'writing, research  publishing guides', 'social sciences', 'reference', 'new, used & rental textbooks', 'politics & social sciences', 'history', 'world', 'americas', 'politics  government', 'politics  social sciences']"
A1ENQPRSYVRATU,"[""children's health"", 'cooking methods', 'special diet', 'cooking by ingredient', 'cookbooks, food & wine', 'cookbooks, food  wine', 'health, fitness  dieting', 'christian living', 'christian books  bibles']"
A1ES0C91DRT7UT,"['engineering & transportation', 'engineering', 'europe', 'photography  video', 'travel', 'engineering  transportation', 'humanities', 'new, used  rental textbooks', 'arts  photography']"
A1ETED018P7L5L,"['ancient civilizations', 'judaism', 'middle east', 'geography  cultures', 'world', 'bible study & reference', 'bible study  reference', 'churches  church leadership', 'theology', 'history', 'christian books & bibles', 'europe', 'travel', 'christian books  bibles', 'religion  spirituality', 'christian living', 'united states', ""children's books""]"
A1EVLOB1B8JFDI,"['photography  video', 'science & math', 'biological sciences', 'arts  photography']"
A1EVNK86T7H97B,"['coaching', 'networking  cloud computing', 'operating systems', 'computers & technology', 'sports  outdoors', 'computers  technology']"
A1EX6Z7F0VSP3X,"['parenting & relationships', 'philosophy', 'family relationships', 'arts  literature', 'mystery', 'relationships', 'united states', 'mystery, thriller  suspense', 'politics  social sciences', 'contemporary', 'self-help', 'christian living', 'biographies  memoirs', 'christian books  bibles', 'romance', 'literature  fiction', 'literature & fiction']"
A1F43XTQGQOJ8G,"['death & grief', 'holidays  celebrations', 'small business  entrepreneurship', 'management  leadership', 'relationships', 'self-help', 'business  money', 'contemporary', ""children's books"", 'literature  fiction']"
A1FCMXEO8PLHH4,"['graphic design', 'growing up  facts of life', 'arts  photography', 'contemporary', 'mystery', ""children's books"", 'mystery, thriller  suspense', 'literature  fiction']"
A1FEHQ57WCOFO8,"['vegetarian  vegan', 'job hunting  careers', 'historical', 'cookbooks, food  wine', 'christian books & bibles', 'thrillers  suspense', 'business  money', 'christian living', 'mystery, thriller  suspense', 'romance']"
A1FG1N1EJUYKQB,"['marketing & sales', 'business & money', 'action  adventure', 'literature  fiction']"
A1FKQ0IF5XI2X6,"['skills', 'networking  cloud computing', 'business & money', 'computers  technology', 'self-help']"
A1FUQ3WGV3CNAE,"['philosophy', 'exercise & fitness', 'psychology & counseling', 'new age & spirituality', 'health, fitness & dieting', 'new age  spirituality', 'religion & spirituality', 'politics & social sciences', 'new, used & rental textbooks', 'religion  spirituality', 'relationships', 'alternative medicine', 'world', 'humanities', 'politics  social sciences', 'self-help', 'history']"
A1FYYWPWS8J423,"['mental health', 'health, fitness & dieting', 'science fiction & fantasy', 'genre fiction', 'fantasy', 'literature & fiction', 'science fiction  fantasy', 'literature  fiction', ""children's books""]"
A1GAT97Y4UO9YM,"['words, language & grammar', 'churches & church leadership', 'science  mathematics', 'education', 'parenting & relationships', 'marketing  sales', 'politics & government', 'medicine  health sciences', 'politics & social sciences', 'new, used  rental textbooks', 'politics  government', 'reference', 'politics  social sciences', 'christian books & bibles', 'business  money', 'christian books  bibles']"
A1GFAUO1VPHBQ7,"['paranormal', 'literary', 'teen  young adult', 'fantasy', 'romance', ""women's fiction"", 'contemporary', 'science fiction  fantasy', 'genre fiction', 'literature  fiction', 'united states', 'literature & fiction', 'christian books  bibles']"
A1GFNQP5C1QWJB,"['africa', 'performing arts', 'true crime', 'military', 'travel', 'biographies & memoirs', 'historical', 'action  adventure', 'thrillers & suspense', 'arts  photography', 'mystery, thriller & suspense', 'biographies  memoirs', 'history', 'thrillers  suspense', 'mystery, thriller  suspense', 'literature  fiction']"
A1GGIF7SYYDT1N,"['world', 'poetry', 'history', 'literature  fiction']"
A1GJA1A6D3U5UE,"['etiquette', 'photography  video', 'crafts  hobbies', 'writing, research  publishing guides', 'reference', 'crafts, hobbies  home', 'humor', 'humor  entertainment', 'arts  photography', 'mystery', 'mystery, thriller  suspense']"
A1GNW471NV5UMW,"['panama', 'central america', 'comic strips', 'gaming', 'ministry & evangelism', 'family relationships', 'churches  church leadership', 'asia', 'parenting  relationships', 'theology', 'short stories  anthologies', 'bible study  reference', 'biological sciences', 'comics  graphic novels', 'fantasy', 'science fiction & fantasy', 'graphic novels', 'leaders  notable people', 'americas', 'science  math', 'christian books & bibles', 'history', 'humor', 'politics  government', 'humor  entertainment', 'christian books  bibles', 'historical', 'science fiction  fantasy', 'religion  spirituality', 'biographies  memoirs', 'politics  social sciences', 'christian living', 'mystery, thriller & suspense', 'mystery', 'thrillers  suspense', 'genre fiction', 'literature  fiction', 'mystery, thriller  suspense']"
A1GQ11AEK8UX9B,"['regional  international', 'baking', 'cookbooks, food  wine']"
A1GYORCLV3OQKS,"['judaism', 'religions', 'churches  church leadership', 'religion & spirituality', 'christian living', 'bible study  reference', 'christian books & bibles', 'christian books  bibles', 'growing up  facts of life', ""children's books"", 'literature & fiction']"
A1H3VUKN3B3P2H,"['individual sports', 'sports & outdoors', 'history & criticism', 'action & adventure', 'poetry', 'new age  spirituality', 'bible study  reference', 'genre fiction', 'religion  spirituality', 'science fiction & fantasy', 'teen  young adult', 'literature & fiction', 'christian books & bibles', 'fantasy', 'christian living', 'literature  fiction', 'science fiction', 'contemporary', 'science fiction  fantasy', 'christian books  bibles']"
A1H7NAAUOTWWZ1,"['databases  big data', 'skills', 'web development  design', 'programming', 'computers & technology', 'networking  cloud computing', 'computers  technology', 'management  leadership', 'business  money']"
A1H7OPGDKDZWAI,"['medicine', 'health, fitness & dieting', 'medical books', 'alternative medicine', 'crafts  hobbies', 'crafts, hobbies  home']"
A1HDG7MWX7VHJS,"['graphic novels', 'comics  graphic novels', 'teen & young adult', 'teen  young adult', 'fantasy', 'thrillers  suspense', 'science fiction  fantasy', 'genre fiction', 'literature  fiction', 'mystery, thriller  suspense', 'literature & fiction']"
A1HFKI0Q5FOPQ,"['relationships', 'christian books & bibles', 'self-help']"
